code,link,title,level
6.436J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-436j-fundamentals-of-probability-fall-2018,"Fundamentals of Probability
                                   (Fall 2018)",Graduate
6.438,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-438-algorithms-for-inference-fall-2014,"Algorithms for Inference
                                   (Fall 2014)",Graduate
6.441,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-441-information-theory-spring-2016,"Information Theory
                                   (Spring 2016)",Graduate
6.441,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-441-information-theory-spring-2010,"Information Theory
                                   (Spring 2010)",Graduate
6.443J,https://ocw.mit.edu//courses/media-arts-and-sciences/mas-865j-quantum-information-science-spring-2006,"Quantum Information Science
                                   (Spring 2006)",Graduate
6.450,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-450-principles-of-digital-communication-i-fall-2009,"Principles of Digital Communication I
                                   (Fall 2009)",Graduate
6.450,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-450-principles-of-digital-communications-i-fall-2006,"Principles of Digital Communications I
                                   (Fall 2006)",Graduate
6.451,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-451-principles-of-digital-communication-ii-spring-2005,"Principles of Digital Communication II
                                   (Spring 2005)",Graduate
6.452,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-452-principles-of-wireless-communications-spring-2006,"Principles of Wireless Communications
                                   (Spring 2006)",Graduate
6.453,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-453-quantum-optical-communication-fall-2016,"Quantum Optical Communication
                                   (Fall 2016)",Graduate
6.524J,https://ocw.mit.edu//courses/biological-engineering/20-410j-molecular-cellular-and-tissue-biomechanics-be-410j-spring-2003,"Molecular, Cellular and Tissue Biomechanics (BE.410J)
                                   (Spring 2003)",Graduate
6.541J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-541j-speech-communication-spring-2004,"Speech Communication
                                   (Spring 2004)",Graduate
6.542J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-542j-laboratory-on-the-physiology-acoustics-and-perception-of-speech-fall-2005,"Laboratory on the Physiology, Acoustics, and Perception of Speech
                                   (Fall 2005)",Graduate
6.543J,https://ocw.mit.edu//courses/linguistics-and-philosophy/24-941j-the-lexicon-and-its-features-spring-2007,"The Lexicon and Its Features
                                   (Spring 2007)",Graduate
6.551J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-551j-acoustics-of-speech-and-hearing-fall-2004,"Acoustics of Speech and Hearing
                                   (Fall 2004)",Graduate
6.555J,https://ocw.mit.edu//courses/health-sciences-and-technology/hst-582j-biomedical-signal-and-image-processing-spring-2007,"Biomedical Signal and Image Processing
                                   (Spring 2007)",Graduate
6.561J,https://ocw.mit.edu//courses/biological-engineering/20-430j-fields-forces-and-flows-in-biological-systems-fall-2015,"Fields, Forces, and Flows in Biological Systems
                                   (Fall 2015)",Graduate
6.581J,https://ocw.mit.edu//courses/biological-engineering/20-482j-foundations-of-algorithms-and-computational-techniques-in-systems-biology-spring-2006,"Foundations of Algorithms and Computational Techniques in Systems Biology
                                   (Spring 2006)",Graduate
6.630,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-630-electromagnetics-fall-2006,"Electromagnetics
                                   (Fall 2006)",Graduate
6.632,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-632-electromagnetic-wave-theory-spring-2003,"Electromagnetic Wave Theory
                                   (Spring 2003)",Graduate
6.635,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-635-advanced-electromagnetism-spring-2003,"Advanced Electromagnetism
                                   (Spring 2003)",Graduate
6.637,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-637-optical-signals-devices-and-systems-spring-2003,"Optical Signals, Devices, and Systems
                                   (Spring 2003)",Graduate
6.641,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-641-electromagnetic-fields-forces-and-motion-spring-2009,"Electromagnetic Fields, Forces, and Motion
                                   (Spring 2009)",Graduate
6.641,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-641-electromagnetic-fields-forces-and-motion-spring-2005,"Electromagnetic Fields, Forces, and Motion
                                   (Spring 2005)",Graduate
6.642,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-642-continuum-electromechanics-fall-2008,"Continuum Electromechanics
                                   (Fall 2008)",Graduate
6.651J,https://ocw.mit.edu//courses/nuclear-engineering/22-611j-introduction-to-plasma-physics-i-fall-2006,"Introduction to Plasma Physics I
                                   (Fall 2006)",Graduate
6.651J,https://ocw.mit.edu//courses/nuclear-engineering/22-611j-introduction-to-plasma-physics-i-fall-2003,"Introduction to Plasma Physics I
                                   (Fall 2003)",Graduate
6.661,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-661-receivers-antennas-and-signals-spring-2003,"Receivers, Antennas, and Signals
                                   (Spring 2003)",Graduate
6.685,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-685-electric-machines-fall-2013,"Electric Machines
                                   (Fall 2013)",Graduate
6.690,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-061-introduction-to-electric-power-systems-spring-2011,"Introduction to Electric Power Systems
                                   (Spring 2011)",Graduate
6.691,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-691-seminar-in-electric-power-systems-spring-2006,"Seminar in Electric Power Systems
                                   (Spring 2006)",Graduate
6.695,https://ocw.mit.edu//courses/institute-for-data-systems-and-society/ids-505j-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010,"Engineering, Economics and Regulation of the Electric Power Sector
                                   (Spring 2010)",Graduate
6.719,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-701-introduction-to-nanoelectronics-spring-2010,"Introduction to Nanoelectronics
                                   (Spring 2010)",Graduate
6.720J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-720j-integrated-microelectronic-devices-spring-2007,"Integrated Microelectronic Devices
                                   (Spring 2007)",Graduate
6.728,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-728-applied-quantum-and-statistical-physics-fall-2006,"Applied Quantum and Statistical Physics
                                   (Fall 2006)",Graduate
6.730,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-730-physics-for-solid-state-applications-spring-2003,"Physics for Solid-State Applications
                                   (Spring 2003)",Graduate
6.763,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-763-applied-superconductivity-fall-2005,"Applied Superconductivity
                                   (Fall 2005)",Graduate
6.772,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-772-compound-semiconductor-devices-spring-2003,"Compound Semiconductor Devices
                                   (Spring 2003)",Graduate
6.774,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-774-physics-of-microfabrication-front-end-processing-fall-2004,"Physics of Microfabrication: Front End Processing
                                   (Fall 2004)",Graduate
6.776,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-776-high-speed-communication-circuits-spring-2005,"High Speed Communication Circuits
                                   (Spring 2005)",Graduate
6.777J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-777j-design-and-fabrication-of-microelectromechanical-devices-spring-2007,"Design and Fabrication of Microelectromechanical Devices
                                   (Spring 2007)",Graduate
6.780J,https://ocw.mit.edu//courses/mechanical-engineering/2-830j-control-of-manufacturing-processes-sma-6303-spring-2008,"Control of Manufacturing Processes (SMA 6303)
                                   (Spring 2008)",Graduate
6.780,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-780-semiconductor-manufacturing-spring-2003,"Semiconductor Manufacturing
                                   (Spring 2003)",Graduate
6.781J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-781j-submicrometer-and-nanometer-technology-spring-2006,"Submicrometer and Nanometer Technology
                                   (Spring 2006)",Graduate
6.833,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-803-the-human-intelligence-enterprise-spring-2019,"The Human Intelligence Enterprise
                                   (Spring 2019)",Graduate
6.821,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-821-programming-languages-fall-2002,"Programming Languages
                                   (Fall 2002)",Graduate
6.823,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-823-computer-system-architecture-fall-2005,"Computer System Architecture
                                   (Fall 2005)",Graduate
6.824,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-824-distributed-computer-systems-engineering-spring-2006,"Distributed Computer Systems Engineering
                                   (Spring 2006)",Graduate
6.825,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-825-techniques-in-artificial-intelligence-sma-5504-fall-2002,"Techniques in Artificial Intelligence (SMA 5504)
                                   (Fall 2002)",Graduate
6.826,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-826-principles-of-computer-systems-spring-2002,"Principles of Computer Systems
                                   (Spring 2002)",Graduate
6.827,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-827-multithreaded-parallelism-languages-and-compilers-fall-2002,"Multithreaded Parallelism: Languages and Compilers
                                   (Fall 2002)",Graduate
6.828,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-828-operating-system-engineering-fall-2012,"Operating System Engineering
                                   (Fall 2012)",Graduate
6.829,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-829-computer-networks-fall-2002,"Computer Networks
                                   (Fall 2002)",Graduate
6.830,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-830-database-systems-fall-2010,"Database Systems
                                   (Fall 2010)",Graduate
6.831,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-831-user-interface-design-and-implementation-spring-2011,"User Interface Design and Implementation
                                   (Spring 2011)",Graduate
6.832,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-832-underactuated-robotics-spring-2009,"Underactuated Robotics
                                   (Spring 2009)",Graduate
6.834J,https://ocw.mit.edu//courses/aeronautics-and-astronautics/16-412j-cognitive-robotics-spring-2016,"Cognitive Robotics
                                   (Spring 2016)",Graduate
6.838,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-838-algorithms-for-computer-animation-fall-2002,"Algorithms for Computer Animation
                                   (Fall 2002)",Graduate
6.840J,https://ocw.mit.edu//courses/mathematics/18-404j-theory-of-computation-fall-2020,"Theory of Computation
                                   (Fall 2020)",Graduate
6.841J,https://ocw.mit.edu//courses/mathematics/18-405j-advanced-complexity-theory-spring-2016,"Advanced Complexity Theory
                                   (Spring 2016)",Graduate
6.844,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-844-computability-theory-of-and-with-scheme-spring-2003,"Computability Theory of and with Scheme
                                   (Spring 2003)",Graduate
6.845,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-845-quantum-complexity-theory-fall-2010,"Quantum Complexity Theory
                                   (Fall 2010)",Graduate
6.849,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-849-geometric-folding-algorithms-linkages-origami-polyhedra-fall-2012,"Geometric Folding Algorithms: Linkages, Origami, Polyhedra
                                   (Fall 2012)",Graduate
6.851,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-851-advanced-data-structures-spring-2012,"Advanced Data Structures
                                   (Spring 2012)",Graduate
6.852J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-852j-distributed-algorithms-fall-2009,"Distributed Algorithms
                                   (Fall 2009)",Graduate
6.854J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-854j-advanced-algorithms-fall-2008,"Advanced Algorithms
                                   (Fall 2008)",Graduate
6.854J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-854j-advanced-algorithms-fall-2005,"Advanced Algorithms
                                   (Fall 2005)",Graduate
6.855J,https://ocw.mit.edu//courses/sloan-school-of-management/15-082j-network-optimization-fall-2010,"Network Optimization
                                   (Fall 2010)",Graduate
6.856J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-856j-randomized-algorithms-fall-2002,"Randomized Algorithms
                                   (Fall 2002)",Graduate
6.857,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-857-network-and-computer-security-spring-2014,"Network and Computer Security
                                   (Spring 2014)",Graduate
6.858,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-858-computer-systems-security-fall-2014,"Computer Systems Security
                                   (Fall 2014)",Graduate
6.859J,https://ocw.mit.edu//courses/sloan-school-of-management/15-083j-integer-programming-and-combinatorial-optimization-fall-2009,"Integer Programming and Combinatorial Optimization
                                   (Fall 2009)",Graduate
6.863J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-863j-natural-language-and-the-computer-representation-of-knowledge-spring-2003,"Natural Language and the Computer Representation of Knowledge
                                   (Spring 2003)",Graduate
6.864,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-864-advanced-natural-language-processing-fall-2005,"Advanced Natural Language Processing
                                   (Fall 2005)",Graduate
6.866,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-801-machine-vision-fall-2020,"Machine Vision
                                   (Fall 2020)",Graduate
6.866,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-801-machine-vision-fall-2004,"Machine Vision
                                   (Fall 2004)",Graduate
6.867,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-867-machine-learning-fall-2006,"Machine Learning
                                   (Fall 2006)",Graduate
6.868J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-868j-the-society-of-mind-fall-2011,"The Society of Mind
                                   (Fall 2011)",Graduate
6.871,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-871-knowledge-based-applications-systems-spring-2005,"Knowledge-Based Applications Systems
                                   (Spring 2005)",Graduate
6.872,https://ocw.mit.edu//courses/health-sciences-and-technology/hst-950j-biomedical-computing-fall-2010,"Biomedical Computing
                                   (Fall 2010)",Graduate
6.872J,https://ocw.mit.edu//courses/health-sciences-and-technology/hst-950j-medical-computing-spring-2003,"Medical Computing
                                   (Spring 2003)",Graduate
6.873J,https://ocw.mit.edu//courses/health-sciences-and-technology/hst-951j-medical-decision-support-fall-2005,"Medical Decision Support
                                   (Fall 2005)",Graduate
6.873J,https://ocw.mit.edu//courses/health-sciences-and-technology/hst-951j-medical-decision-support-spring-2003,"Medical Decision Support
                                   (Spring 2003)",Graduate
6.874J,https://ocw.mit.edu//courses/biology/7-90j-computational-functional-genomics-spring-2005,"Computational Functional Genomics
                                   (Spring 2005)",Graduate
6.874J,https://ocw.mit.edu//courses/biology/7-91j-foundations-of-computational-and-systems-biology-spring-2014,"Foundations of Computational and Systems Biology
                                   (Spring 2014)",Graduate
6.875,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-875-cryptography-and-cryptanalysis-spring-2005,"Cryptography and Cryptanalysis
                                   (Spring 2005)",Graduate
6.876J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-876j-advanced-topics-in-cryptography-spring-2003,"Advanced Topics in Cryptography
                                   (Spring 2003)",Graduate
6.877J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-877j-computational-evolutionary-biology-fall-2005,"Computational Evolutionary Biology
                                   (Fall 2005)",Graduate
6.878,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-047-computational-biology-fall-2015,"Computational Biology
                                   (Fall 2015)",Graduate
6.881,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-881-computational-personal-genomics-making-sense-of-complete-genomes-spring-2016,"Computational Personal Genomics: Making Sense of Complete Genomes
                                   (Spring 2016)",Graduate
6.881,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-881-representation-and-modeling-for-image-analysis-spring-2005,"Representation and Modeling for Image Analysis
                                   (Spring 2005)",Graduate
6.883,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-883-pervasive-human-centric-computing-sma-5508-spring-2006,"Pervasive Human Centric Computing (SMA 5508)
                                   (Spring 2006)",Graduate
6.883,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-883-program-analysis-fall-2005,"Program Analysis
                                   (Fall 2005)",Graduate
6.884,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-884-complex-digital-systems-spring-2005,"Complex Digital Systems
                                   (Spring 2005)",Graduate
6.890,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-890-algorithmic-lower-bounds-fun-with-hardness-proofs-fall-2014,"Algorithmic Lower Bounds: Fun with Hardness Proofs
                                   (Fall 2014)",Graduate
6.892,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-892-computational-models-of-discourse-spring-2004,"Computational Models of Discourse
                                   (Spring 2004)",Graduate
6.895,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-895-essential-coding-theory-fall-2004,"Essential Coding Theory
                                   (Fall 2004)",Graduate
6.895,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-895-theory-of-parallel-systems-sma-5509-fall-2003,"Theory of Parallel Systems (SMA 5509)
                                   (Fall 2003)",Graduate
6.896,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-896-theory-of-parallel-hardware-sma-5511-spring-2004,"Theory of Parallel Hardware (SMA 5511)
                                   (Spring 2004)",Graduate
6.897,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-897-selected-topics-in-cryptography-spring-2004,"Selected Topics in Cryptography
                                   (Spring 2004)",Graduate
6.931,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-931-development-of-inventions-and-creative-ideas-spring-2008,"Development of Inventions and Creative Ideas
                                   (Spring 2008)",Graduate
6.933J,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-933j-the-structure-of-engineering-revolutions-fall-2001,"The Structure of Engineering Revolutions
                                   (Fall 2001)",Graduate
6.938,https://ocw.mit.edu//courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007,"Engineering Risk-Benefit Analysis
                                   (Spring 2007)",Graduate
6.945,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-945-adventures-in-advanced-symbolic-programming-spring-2009,"Adventures in Advanced Symbolic Programming
                                   (Spring 2009)",Graduate
6.946J,https://ocw.mit.edu//courses/earth-atmospheric-and-planetary-sciences/12-620j-classical-mechanics-a-computational-approach-fall-2008,"Classical Mechanics: A Computational Approach
                                   (Fall 2008)",Graduate
6.971,https://ocw.mit.edu//courses/mechanical-engineering/2-996-biomedical-devices-design-laboratory-fall-2007,"Biomedical Devices Design Laboratory
                                   (Fall 2007)",Graduate
6.972,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-972-algebraic-techniques-and-semidefinite-optimization-spring-2006,"Algebraic Techniques and Semidefinite Optimization
                                   (Spring 2006)",Graduate
6.973,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-973-communication-system-design-spring-2006,"Communication System Design
                                   (Spring 2006)",Graduate
6.973,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-973-organic-optoelectronics-spring-2003,"Organic Optoelectronics
                                   (Spring 2003)",Graduate
6.974,https://ocw.mit.edu//courses/institute-for-data-systems-and-society/ids-505j-engineering-economics-and-regulation-of-the-electric-power-sector-spring-2010,"Engineering, Economics and Regulation of the Electric Power Sector
                                   (Spring 2010)",Graduate
6.974,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-974-fundamentals-of-photonics-quantum-electronics-spring-2006,"Fundamentals of Photonics: Quantum Electronics
                                   (Spring 2006)",Graduate
6.975,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-079-introduction-to-convex-optimization-fall-2009,"Introduction to Convex Optimization
                                   (Fall 2009)",Graduate
6.976,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-976-high-speed-communication-circuits-and-systems-spring-2003,"High Speed Communication Circuits and Systems
                                   (Spring 2003)",Graduate
6.977,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-977-ultrafast-optics-spring-2005,"Ultrafast Optics
                                   (Spring 2005)",Graduate
6.977,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-977-semiconductor-optoelectronics-theory-and-design-fall-2002,"Semiconductor Optoelectronics: Theory and Design
                                   (Fall 2002)",Graduate
6.978J,https://ocw.mit.edu//courses/engineering-systems-division/esd-68j-communications-and-information-policy-spring-2006,"Communications and Information Policy
                                   (Spring 2006)",Graduate
6.982J,https://ocw.mit.edu//courses/chemistry/5-95j-teaching-college-level-science-and-engineering-fall-2015,"Teaching College-Level Science and Engineering
                                   (Fall 2015)",Graduate
6.982J,https://ocw.mit.edu//courses/chemistry/5-95j-teaching-college-level-science-and-engineering-spring-2009,"Teaching College-Level Science and Engineering
                                   (Spring 2009)",Graduate
6.S897,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-s897-machine-learning-for-healthcare-spring-2019,"Machine Learning for Healthcare
                                   (Spring 2019)",Graduate
6.S898,https://ocw.mit.edu//courses/electrical-engineering-and-computer-science/6-s898-climate-change-seminar-fall-2019,"Climate Change Seminar
                                   (Fall 2019)",Graduate
