model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year,avg_mpg
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,16,25,19,3,non_smart,2018,47.33333333
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,16,25,19,3,non_smart,2018,47.33333333
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,large car,3,21,29,24,5,non_smart,2018,58
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,large car,3,20,29,23,5,non_smart,2018,56.66666667
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,large car,3,17,25,20,4,non_smart,2018,48.66666667
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,large car,3,16,25,19,3,non_smart,2018,47.33333333
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,16,25,19,3,non_smart,2018,47.33333333
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,large car,3,16,25,19,3,non_smart,2018,47.33333333
BMW M2,3,6,AMS-7,2WD,Gasoline,small car,3,20,26,22,4,non_smart,2018,53.33333333
BMW M2,3,6,Man-6,2WD,Gasoline,small car,3,18,26,21,4,non_smart,2018,51
BMW M240i Convertible,3,6,Man-6,2WD,Gasoline,small car,3,18,27,22,4,non_smart,2018,52.33333333
BMW M240i Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,30,24,5,non_smart,2018,59
BMW M240i Convertible,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,30,24,5,non_smart,2018,59
BMW M240i Coupe,3,6,Man-6,2WD,Gasoline,small car,3,19,28,22,4,non_smart,2018,54.33333333
BMW M240i Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,30,24,5,non_smart,2018,59
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,30,24,5,non_smart,2018,59
BMW M3,3,6,AMS-7,2WD,Gasoline,small car,3,17,24,20,4,non_smart,2018,47.66666667
BMW M3,3,6,Man-6,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
BMW M4 Convertible,3,6,AMS-7,2WD,Gasoline,small car,3,16,22,19,3,non_smart,2018,44.33333333
BMW M4 Convertible,3,6,Man-6,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
BMW M4 Coupe,3,6,AMS-7,2WD,Gasoline,small car,3,17,24,20,4,non_smart,2018,47.66666667
BMW M4 Coupe,3,6,Man-6,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
BMW M4 DTM Champions Edition,3,6,AMS-7,2WD,Gasoline,small car,3,17,24,20,4,non_smart,2018,47.66666667
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,16,25,19,3,non_smart,2018,47.33333333
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,small car,1,14,20,16,2,non_smart,2018,39.33333333
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,small car,1,15,22,17,3,non_smart,2018,42.66666667
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,small car,1,14,20,16,2,non_smart,2018,39.33333333
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,small car,1,15,22,17,3,non_smart,2018,42.66666667
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,large car,3,13,20,16,2,non_smart,2018,38.33333333
BMW X1 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,large car,7,23,32,26,5,non_smart,2018,63.66666667
BMW X1 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,large car,7,22,31,25,5,non_smart,2018,61.33333333
BMW X4 M40i,3,6,SemiAuto-8,4WD,Gasoline,small SUV,3,18,25,21,4,non_smart,2018,50
BMW X4 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,small SUV,3,20,28,23,5,non_smart,2018,55.66666667
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3,26,31,28,6,non_smart,2018,66.33333333
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3,24,30,27,6,non_smart,2018,63
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,midsize car,5,25,35,29,6,non_smart,2018,69.66666667
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,midsize car,5,21,30,24,5,non_smart,2018,59
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,midsize car,5,20,29,23,5,non_smart,2018,56.66666667
CADILLAC ATS,2,4,Man-6,2WD,Gasoline,small car,5,20,29,23,5,non_smart,2018,56.66666667
CADILLAC ATS,2,4,SemiAuto-8,2WD,Gasoline,small car,5,22,31,25,5,non_smart,2018,61.33333333
CADILLAC ATS,2,4,SemiAuto-8,4WD,Gasoline,small car,5,22,30,25,5,non_smart,2018,60.33333333
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,small car,5,20,30,24,5,non_smart,2018,58
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,small car,5,19,27,22,4,non_smart,2018,53.33333333
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,small car,3,16,23,19,3,non_smart,2018,45.33333333
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
CADILLAC CT6,2,4,SemiAuto-8,2WD,Gasoline,large car,5,22,30,25,5,non_smart,2018,60.33333333
CADILLAC CT6,3,6,SemiAuto-8,4WD,Gasoline,large car,3,18,26,21,4,non_smart,2018,51
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,large car,5,18,27,21,4,non_smart,2018,52
CADILLAC CTS,2,4,SemiAuto-8,2WD,Gasoline,midsize car,5,22,30,25,5,non_smart,2018,60.33333333
CADILLAC CTS,2,4,SemiAuto-8,4WD,Gasoline,midsize car,5,21,29,24,5,non_smart,2018,58
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,midsize car,3,16,24,19,3,non_smart,2018,46.33333333
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,midsize car,5,20,30,24,5,non_smart,2018,58
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,midsize car,5,19,27,22,4,non_smart,2018,53.33333333
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,midsize car,1,14,21,17,3,non_smart,2018,40.66666667
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,non_smart,2018,42.66666667
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,21,17,3,non_smart,2018,40.66666667
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5,19,26,22,4,non_smart,2018,52.33333333
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5,18,25,21,4,non_smart,2018,50
CHEVROLET Camaro,2,4,Man-6,2WD,Gasoline,small car,5,20,30,23,5,non_smart,2018,57.66666667
CHEVROLET Camaro,2,4,SemiAuto-8,2WD,Gasoline,small car,5,22,31,25,5,non_smart,2018,61.33333333
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,small car,5,16,28,20,4,non_smart,2018,50.66666667
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,small car,5,19,29,23,5,non_smart,2018,55.66666667
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1,14,20,16,2,non_smart,2018,39.33333333
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1,16,25,19,3,non_smart,2018,47.33333333
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,small car,1,13,21,15,2,non_smart,2018,39
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1,17,27,20,4,non_smart,2018,50.66666667
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,pickup,5,20,26,22,4,non_smart,2018,53.33333333
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,pickup,5,19,24,21,4,non_smart,2018,50
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,pickup,5,20,26,22,4,non_smart,2018,53.33333333
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,pickup,3,22,30,25,4,non_smart,2018,60.33333333
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,pickup,3,20,28,23,4,non_smart,2018,55.66666667
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,pickup,5,18,25,20,4,non_smart,2018,49.66666667
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,special purpose,5,15,15,15,2,non_smart,2018,35
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,pickup,5,17,24,19,3,non_smart,2018,47.33333333
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,pickup,3,19,22,20,3,non_smart,2018,47.66666667
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,pickup,5,16,18,17,3,non_smart,2018,39.66666667
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,small car,1,15,22,18,3,non_smart,2018,43
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,small car,1,16,25,19,3,non_smart,2018,47.33333333
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1,13,23,16,2,non_smart,2018,41.33333333
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1,15,25,18,3,non_smart,2018,46
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,small SUV,5,26,32,28,6,non_smart,2018,67.33333333
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,small SUV,5,24,30,26,5,non_smart,2018,62.66666667
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,small SUV,3,28,39,32,6,non_smart,2018,77.66666667
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,small SUV,3,28,38,32,6,non_smart,2018,76.66666667
CHEVROLET Equinox,2,4,Auto-9,2WD,Gasoline,small SUV,5,22,29,25,5,non_smart,2018,59.33333333
CHEVROLET Equinox,2,4,Auto-9,4WD,Gasoline,small SUV,5,22,28,24,5,non_smart,2018,58
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,large car,3,22,30,25,5,non_smart,2018,60.33333333
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,large car,7,19,28,22,4,non_smart,2018,54.33333333
CHEVROLET Malibu,2,4,Auto-9,2WD,Gasoline,midsize car,5,22,32,26,5,non_smart,2018,62.66666667
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,pickup,3,16,23,19,3,non_smart,2018,45.33333333
CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,special purpose,3,15,20,17,3,non_smart,2018,40.66666667
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,pickup,3,16,22,18,3,non_smart,2018,44
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,special purpose,3,15,19,17,3,non_smart,2018,39.66666667
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,18,24,20,4,non_smart,2018,48.66666667
CHEVROLET Silverado 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,16,22,18,3,non_smart,2018,44
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,16,21,18,3,non_smart,2018,43
CHEVROLET Silverado 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,non_smart,2018,40.66666667
CHEVROLET Silverado 15,6.2,8,Auto-8,2WD,Gasoline,pickup,3,15,21,17,3,non_smart,2018,41.66666667
CHEVROLET Silverado 15,6.2,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,non_smart,2018,40.66666667
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,15,22,18,3,non_smart,2018,43
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,non_smart,2018,44
CHEVROLET Tahoe 1500,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,non_smart,2018,42.66666667
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,22,17,3,non_smart,2018,41.66666667
CHEVROLET Traverse,3.6,6,SemiAuto-9,2WD,Gasoline,standard SUV,5,18,27,21,4,non_smart,2018,52
CHEVROLET Traverse,3.6,6,SemiAuto-9,4WD,Gasoline,standard SUV,5,17,25,20,4,non_smart,2018,48.66666667
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3,24,30,27,6,non_smart,2018,63
CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,large car,3,19,30,23,5,non_smart,2018,56.66666667
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,large car,3,18,27,21,4,non_smart,2018,52
CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,large car,3,16,25,19,3,non_smart,2018,47.33333333
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,3,18,28,22,4,non_smart,2018,53.33333333
CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,minivan,3,19,28,22,4,non_smart,2018,54.33333333
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,midsize car,3,19,30,23,5,non_smart,2018,56.66666667
DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,midsize car,3,16,25,19,3,non_smart,2018,47.33333333
DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,midsize car,1,15,23,18,3,non_smart,2018,44
DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,midsize car,1,15,25,18,3,non_smart,2018,46
DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,midsize car,1,14,23,17,3,non_smart,2018,42.66666667
DODGE Challenger GT,3.6,6,Auto-8,4WD,Gasoline,midsize car,3,18,27,21,4,non_smart,2018,52
DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,midsize car,1,13,22,16,2,non_smart,2018,40.33333333
DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,midsize car,1,13,21,16,2,non_smart,2018,39.33333333
DODGE Challenger SRT,6.4,8,Auto-8,2WD,Gasoline,midsize car,1,15,25,18,3,non_smart,2018,46
DODGE Challenger SRT,6.4,8,Man-6,2WD,Gasoline,midsize car,1,14,23,17,3,non_smart,2018,42.66666667
DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,large car,3,19,30,23,5,non_smart,2018,56.66666667
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,large car,3,18,27,21,4,non_smart,2018,52
DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,large car,3,16,25,19,3,non_smart,2018,47.33333333
DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,25,18,3,non_smart,2018,46
DODGE Charger SRT,6.2,8,Auto-8,2WD,Gasoline,large car,1,13,22,16,2,non_smart,2018,40.33333333
DODGE Charger SRT,6.4,8,Auto-8,2WD,Gasoline,large car,1,15,25,18,3,non_smart,2018,46
DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5,19,26,21,4,non_smart,2018,52
DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5,18,25,21,4,non_smart,2018,50
DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,standard SUV,3,14,22,17,3,non_smart,2018,41.66666667
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3,14,22,17,3,non_smart,2018,41.66666667
DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,non_smart,2018,37
DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,small SUV,3,19,25,21,4,non_smart,2018,51
DODGE Journey,3.6,6,Auto-6,4WD,Gasoline,small SUV,3,16,24,19,3,non_smart,2018,46.33333333
FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,22,18,3,non_smart,2018,43
FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,22,18,3,non_smart,2018,44
FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,22,18,3,non_smart,2018,43
FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,22,18,3,non_smart,2018,44
FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,16,13,1,non_smart,2018,32.33333333
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,23,18,3,non_smart,2018,45
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,23,19,3,non_smart,2018,45.33333333
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,small car,3,12,17,13,1,non_smart,2018,33.33333333
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,21,17,3,non_smart,2018,41.66666667
FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,station wagon,3,22,30,25,5,non_smart,2018,60.33333333
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,19,25,21,4,non_smart,2018,51
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,20,25,22,4,non_smart,2018,52.33333333
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,20,26,22,4,non_smart,2018,53.33333333
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,18,23,20,4,non_smart,2018,47.66666667
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,18,24,21,4,non_smart,2018,49
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,19,24,21,4,non_smart,2018,50
FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5,19,24,21,4,non_smart,2018,50
FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5,19,25,22,4,non_smart,2018,51.33333333
FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5,17,22,19,3,non_smart,2018,45.33333333
FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5,18,23,20,4,non_smart,2018,47.66666667
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,17,21,19,3,non_smart,2018,44.33333333
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,17,22,19,3,non_smart,2018,45.33333333
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,18,25,21,4,non_smart,2018,50
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,16,21,18,3,non_smart,2018,43
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,16,22,19,3,non_smart,2018,44.33333333
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,17,23,19,3,non_smart,2018,46.33333333
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,pickup,3,16,20,17,3,non_smart,2018,41.66666667
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,pickup,3,16,21,18,3,non_smart,2018,43
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,pickup,3,17,23,19,3,non_smart,2018,46.33333333
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,pickup,3,15,19,17,3,non_smart,2018,39.66666667
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,pickup,3,16,20,17,3,non_smart,2018,41.66666667
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,pickup,3,16,22,18,3,non_smart,2018,44
FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,3,15,18,16,2,non_smart,2018,38.33333333
FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,21,17,3,non_smart,2018,41.66666667
FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,non_smart,2018,44
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7,23,34,27,6,non_smart,2018,66
FORD Fusion,2,4,SemiAuto-6,2WD,Gasoline,midsize car,5,21,31,25,5,non_smart,2018,60.33333333
FORD Fusion,2,4,SemiAuto-6,4WD,Gasoline,midsize car,5,20,29,23,5,non_smart,2018,56.66666667
FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,midsize car,5,21,32,25,5,non_smart,2018,61.33333333
FORD Fusion,2.7,6,SemiAuto-6,4WD,Gasoline,midsize car,5,17,26,20,4,non_smart,2018,49.66666667
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,special purpose,3,19,27,22,4,non_smart,2018,53.33333333
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,special purpose,3,20,27,23,5,non_smart,2018,54.66666667
GENESIS G80,3.3,6,SemiAuto-8,2WD,Gasoline,large car,3,17,25,20,4,non_smart,2018,48.66666667
GENESIS G80,3.3,6,SemiAuto-8,4WD,Gasoline,large car,3,17,24,20,4,non_smart,2018,47.66666667
GENESIS G80,3.8,6,SemiAuto-8,2WD,Gasoline,large car,5,19,27,22,4,non_smart,2018,53.33333333
GENESIS G80,3.8,6,SemiAuto-8,4WD,Gasoline,large car,5,18,25,20,4,non_smart,2018,49.66666667
GENESIS G80,5,8,SemiAuto-8,2WD,Gasoline,large car,5,16,24,19,3,non_smart,2018,46.33333333
GENESIS G80,5,8,SemiAuto-8,4WD,Gasoline,large car,5,15,23,18,3,non_smart,2018,44
GENESIS G90,3.3,6,SemiAuto-8,2WD,Gasoline,large car,3,17,24,20,4,non_smart,2018,47.66666667
GENESIS G90,3.3,6,SemiAuto-8,4WD,Gasoline,large car,3,17,24,20,4,non_smart,2018,47.66666667
GENESIS G90,5,8,SemiAuto-8,2WD,Gasoline,large car,5,16,24,19,3,non_smart,2018,46.33333333
GENESIS G90,5,8,SemiAuto-8,4WD,Gasoline,large car,5,15,23,18,3,non_smart,2018,44
GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,standard SUV,3,21,26,23,5,non_smart,2018,54.66666667
GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,standard SUV,3,21,25,23,5,non_smart,2018,53.66666667
GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,standard SUV,5,18,25,21,4,non_smart,2018,50
GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,standard SUV,5,17,25,20,4,non_smart,2018,48.66666667
GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,pickup,5,20,26,22,4,non_smart,2018,53.33333333
GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,pickup,5,19,24,21,4,non_smart,2018,50
GMC Canyon,2.5,4,Man-6,2WD,Gasoline,pickup,5,20,26,22,4,non_smart,2018,53.33333333
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,pickup,3,22,30,25,4,non_smart,2018,60.33333333
GMC Canyon,2.8,4,Auto-6,4WD,Diesel,pickup,3,20,28,23,4,non_smart,2018,55.66666667
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,pickup,5,18,25,20,4,non_smart,2018,49.66666667
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,special purpose,5,15,15,15,2,non_smart,2018,35
GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,pickup,5,17,24,19,3,non_smart,2018,47.33333333
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,pickup,3,16,23,19,3,non_smart,2018,45.33333333
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,special purpose,3,15,20,17,3,non_smart,2018,40.66666667
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,pickup,3,16,22,18,3,non_smart,2018,44
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,special purpose,3,15,19,17,3,non_smart,2018,39.66666667
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,18,24,20,4,non_smart,2018,48.66666667
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,16,22,18,3,non_smart,2018,44
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,16,21,18,3,non_smart,2018,43
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,non_smart,2018,40.66666667
GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,pickup,3,15,21,17,3,non_smart,2018,41.66666667
GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,non_smart,2018,40.66666667
GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,small SUV,5,26,30,28,6,non_smart,2018,65.33333333
GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,small SUV,5,24,28,26,5,non_smart,2018,60.66666667
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,small SUV,3,28,39,32,6,non_smart,2018,77.66666667
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,small SUV,3,28,38,32,6,non_smart,2018,76.66666667
GMC Terrain,2,4,Auto-9,2WD,Gasoline,small SUV,5,22,28,24,5,non_smart,2018,58
GMC Terrain,2,4,Auto-9,4WD,Gasoline,small SUV,5,21,26,23,5,non_smart,2018,54.66666667
GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,non_smart,2018,44
GMC Yukon 1500,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,non_smart,2018,42.66666667
GMC Yukon 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,22,17,3,non_smart,2018,41.66666667
GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,non_smart,2018,45.33333333
GMC Yukon 1500 XL,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,non_smart,2018,42.66666667
GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,15,22,18,3,non_smart,2018,43
GMC Yukon XL 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,21,16,2,non_smart,2018,40.33333333
HONDA HR-V,1.8,4,CVT,4WD,Gasoline,station wagon,3,27,31,29,6,non_smart,2018,67.66666667
HONDA HR-V,1.8,4,Man-6,2WD,Gasoline,station wagon,3,25,33,28,6,non_smart,2018,67.33333333
HONDA HR-V,1.8,4,SCV-7,4WD,Gasoline,station wagon,3,27,31,29,6,non_smart,2018,67.66666667
HONDA Ridgeline,3.5,6,Auto-6,2WD,Gasoline,pickup,3,19,26,22,4,non_smart,2018,52.33333333
HONDA Ridgeline,3.5,6,Auto-6,4WD,Gasoline,pickup,3,18,25,21,4,non_smart,2018,50
